-15.82594,-47.92923
-15.8261,-47.92911
-15.82615,-47.92907
-15.82637,-47.92889
-15.82651,-47.92878
-15.82655,-47.92875
-15.82665,-47.92867
-15.82636,-47.92827
-15.82615,-47.92798
-15.82651,-47.9277
-15.82658,-47.92765
-15.82701,-47.92732
-15.82733,-47.92706
-15.82749,-47.92694
-15.8272,-47.92653
-15.82717,-47.9265
-15.82686,-47.92607
-15.82683,-47.92603
-15.82678,-47.92596
-15.82676,-47.92594
-15.82671,-47.92586
-15.82666,-47.92578
-15.82659,-47.92569
-15.82644,-47.92548
-15.8262,-47.92515
-15.82614,-47.92506
-15.82596,-47.92482
-15.8259,-47.92474
-15.82587,-47.9247
-15.82579,-47.92457
-15.82568,-47.92442
-15.8261,-47.92412
-15.82642,-47.92387
-15.82643,-47.92386
-15.82644,-47.92385
-15.82645,-47.92384
-15.82647,-47.92382
-15.82648,-47.9238
-15.82648,-47.92378
-15.82649,-47.92376
-15.82649,-47.92375
-15.8265,-47.92373
-15.8265,-47.92372
-15.8265,-47.9237
-15.8265,-47.92369
-15.82649,-47.92363
-15.8265,-47.92352
-15.8265,-47.92351
-15.8265,-47.92349
-15.82651,-47.92348
-15.82651,-47.92346
-15.82652,-47.92345
-15.82652,-47.92344
-15.82653,-47.92342
-15.82653,-47.92341
-15.82654,-47.9234
-15.82655,-47.92339
-15.82656,-47.92338
-15.82663,-47.92334
-15.8267,-47.92329
-15.82685,-47.92317
-15.827,-47.92305
-15.82711,-47.92298
-15.82721,-47.92291
-15.82731,-47.92283
-15.82741,-47.92274
-15.8275,-47.92267
-15.82758,-47.9226
-15.82761,-47.92257
-15.82764,-47.92255
-15.82775,-47.92246
-15.82787,-47.92238
-15.8281,-47.92222
-15.8281,-47.92223
-15.82811,-47.92223
-15.82812,-47.92224
-15.82812,-47.92225
-15.82813,-47.92225
-15.82814,-47.92226
-15.82815,-47.92226
-15.82816,-47.92227
-15.82817,-47.92227
-15.82818,-47.92228
-15.82819,-47.92228
-15.8282,-47.92228
-15.82821,-47.92228
-15.82822,-47.92228
-15.82823,-47.92228
-15.82824,-47.92227
-15.82825,-47.92227
-15.82826,-47.92227
-15.82826,-47.92226
-15.82827,-47.92226
-15.82828,-47.92225
-15.82847,-47.92251
-15.82853,-47.9226
-15.82923,-47.92354
-15.82935,-47.92373
-15.82947,-47.92391
-15.82947,-47.92392
-15.82946,-47.92393
-15.82946,-47.92394
-15.82946,-47.92395
-15.82945,-47.92396
-15.82945,-47.92397
-15.82945,-47.92398
-15.82946,-47.92399
-15.82946,-47.924
-15.82946,-47.92401
-15.82946,-47.92402
-15.82947,-47.92402
-15.82947,-47.92403
-15.82948,-47.92404
-15.82949,-47.92405
-15.8295,-47.92405
-15.8295,-47.92406
-15.82951,-47.92406
-15.82952,-47.92407
-15.82953,-47.92407
-15.82954,-47.92407
-15.82955,-47.92407
-15.82956,-47.92407
-15.82964,-47.92423
-15.82974,-47.92444
-15.82979,-47.9245
-15.82998,-47.92475
-15.82997,-47.92477
-15.82997,-47.92478
-15.82996,-47.92479
-15.82996,-47.9248
-15.82996,-47.92482
-15.82996,-47.92483
-15.82996,-47.92484
-15.82996,-47.92486
-15.82996,-47.92487
-15.82997,-47.92488
-15.82997,-47.92489
-15.82998,-47.9249
-15.82999,-47.92492
-15.82999,-47.92493
-15.83,-47.92494
-15.83001,-47.92495
-15.83002,-47.92496
-15.83003,-47.92497
-15.83004,-47.92497
-15.83005,-47.92498
-15.83006,-47.92499
-15.83008,-47.92499
-15.83009,-47.92499
-15.8301,-47.925
-15.83011,-47.925
-15.83013,-47.925
-15.83015,-47.925
-15.83022,-47.92511
-15.83034,-47.92529
-15.83041,-47.92536
-15.83047,-47.92543
-15.83063,-47.92564
-15.83063,-47.92565
-15.83062,-47.92565
-15.83062,-47.92566
-15.83061,-47.92566
-15.83061,-47.92567
-15.83061,-47.92568
-15.8306,-47.92568
-15.8306,-47.92569
-15.8306,-47.9257
-15.8306,-47.92571
-15.8306,-47.92572
-15.8306,-47.92573
-15.83061,-47.92573
-15.83061,-47.92574
-15.83061,-47.92575
-15.83062,-47.92575
-15.83062,-47.92576
-15.83063,-47.92576
-15.83063,-47.92577
-15.83064,-47.92577
-15.83068,-47.92593
-15.83068,-47.92596
-15.83068,-47.92599
-15.83065,-47.92606
-15.83044,-47.92624
-15.83041,-47.92626
-15.83038,-47.92628
-15.83035,-47.92631
-15.83033,-47.92634
-15.8303,-47.92636
-15.83029,-47.92637
-15.83028,-47.9264
-15.83027,-47.92642
-15.83025,-47.92644
-15.83024,-47.92646
-15.83024,-47.92648
-15.83023,-47.9265
-15.83022,-47.92651
-15.8302,-47.92656
-15.83018,-47.92661
-15.83015,-47.92665
-15.83012,-47.9267
-15.8301,-47.92674
-15.83006,-47.9268
-15.83003,-47.92684
-15.83001,-47.92686
-15.83,-47.92688
-15.82998,-47.9269
-15.82995,-47.92692
-15.82993,-47.92694
-15.82991,-47.92696
-15.82988,-47.92698
-15.82985,-47.92701
-15.82983,-47.92703
-15.8298,-47.92705
-15.82979,-47.92706
-15.82966,-47.92716
-15.82972,-47.92723
-15.8298,-47.92735
-15.82966,-47.92746
-15.82942,-47.92765
