-15.82331,-47.92588
-15.82327,-47.92584
-15.82306,-47.92553
-15.82284,-47.92522
-15.82281,-47.92519
-15.82277,-47.92513
-15.82271,-47.92504
-15.82262,-47.92492
-15.8225,-47.92476
-15.82235,-47.92454
-15.8219,-47.92394
-15.82185,-47.92387
-15.82174,-47.92372
-15.82164,-47.92357
-15.82152,-47.92342
-15.82105,-47.92377
-15.8211,-47.92384
-15.82119,-47.92395
-15.82127,-47.92406
-15.82133,-47.92413
-15.82136,-47.92419
-15.82159,-47.92451
-15.82186,-47.92488
-15.82188,-47.92491
-15.82196,-47.92502
-15.82208,-47.92519
-15.82218,-47.92533
-15.82229,-47.92548
-15.82234,-47.92555
-15.82237,-47.9256
-15.82241,-47.92564
-15.82261,-47.92592
-15.82276,-47.92612
-15.82278,-47.92615
-15.82303,-47.9265
-15.82311,-47.92663
-15.82314,-47.92668
-15.8232,-47.92687
-15.8232,-47.92688
-15.8232,-47.92689
-15.8232,-47.9269
-15.8232,-47.92691
-15.8232,-47.92692
-15.8232,-47.92693
-15.8232,-47.92694
-15.8232,-47.92695
-15.82321,-47.92696
-15.82321,-47.92697
-15.82322,-47.92698
-15.82322,-47.92699
-15.82323,-47.927
-15.82323,-47.92701
-15.82324,-47.92701
-15.82325,-47.92702
-15.82325,-47.92703
-15.82326,-47.92703
-15.82327,-47.92704
-15.82328,-47.92704
-15.82329,-47.92705
-15.8233,-47.92705
-15.82331,-47.92705
-15.82333,-47.92706
-15.82335,-47.92706
-15.82336,-47.92705
-15.82337,-47.92705
-15.82338,-47.92705
-15.82339,-47.92705
-15.8234,-47.92704
-15.82341,-47.92703
-15.82342,-47.92703
-15.82343,-47.92702
-15.82343,-47.92701
-15.82344,-47.927
-15.82345,-47.92699
-15.82345,-47.92698
-15.82346,-47.92697
-15.82346,-47.92696
-15.82346,-47.92695
-15.82346,-47.92694
-15.82347,-47.92694
-15.82347,-47.92693
-15.82375,-47.92669
-15.8238,-47.92665
-15.82386,-47.92661
-15.82418,-47.92636
-15.8243,-47.92627
-15.82436,-47.92623
-15.82441,-47.92619
-15.82452,-47.92611
-15.82465,-47.92601
-15.82478,-47.9259
4-15.825,-47.9257
-15.82501,-47.92573
-15.82527,-47.92552
-15.82537,-47.92546
-15.82546,-47.92538
-15.82554,-47.92532
-15.82568,-47.92522
-15.8257,-47.9252
-15.82588,-47.92501
-15.82596,-47.92482
-15.8259,-47.92474
-15.82587,-47.9247
-15.82579,-47.92457
-15.82568,-47.92442
-15.8261,-47.92412
-15.82642,-47.92387
-15.82643,-47.92386
-15.82644,-47.92385
-15.82645,-47.92384
-15.82647,-47.92382
-15.82648,-47.9238
-15.82648,-47.92378
-15.82649,-47.92376
-15.82649,-47.92375
-15.8265,-47.92373
-15.8265,-47.92372
-15.8265,-47.9237
-15.8265,-47.92369
-15.82649,-47.92363
-15.8265,-47.92352
-15.8265,-47.92351
-15.8265,-47.92349
-15.82651,-47.92348
-15.82651,-47.92346
-15.82652,-47.92345
-15.82652,-47.92344
-15.82653,-47.92342
-15.82653,-47.92341
-15.82654,-47.9234
-15.82655,-47.92339
-15.82656,-47.92338
-15.82663,-47.92334
-15.8267,-47.92329
-15.82685,-47.92317
5-15.827,-47.923
-15.82711,-47.92298
-15.82721,-47.92291
-15.82731,-47.92283
-15.82741,-47.92274
-15.8275,-47.92267
-15.82758,-47.9226
-15.82761,-47.92257
-15.82764,-47.92255
-15.82775,-47.92246
-15.82787,-47.92238
-15.8281,-47.92222
-15.8281,-47.92223
-15.82811,-47.92223
-15.82812,-47.92224
-15.82812,-47.92225
-15.82813,-47.92225
-15.82814,-47.92226
-15.82815,-47.92226
-15.82816,-47.92227
-15.82817,-47.92227
-15.82818,-47.92228
-15.82819,-47.92228
-15.8282,-47.92228
-15.82821,-47.92228
-15.82822,-47.92228
-15.82823,-47.92228
-15.82824,-47.92227
-15.82825,-47.92227
-15.82826,-47.92227
-15.82826,-47.92226
-15.82827,-47.92226
-15.82828,-47.92225
-15.82847,-47.92251
-15.82853,-47.9226
-15.82923,-47.92354
-15.82935,-47.92373
-15.82947,-47.92391
-15.82947,-47.92392
-15.82946,-47.92393
-15.82946,-47.92394
-15.82946,-47.92395
-15.82945,-47.92396
-15.82945,-47.92397
-15.82938,-47.924
-15.82931,-47.92406
-15.82925,-47.92412
-15.82921,-47.92417
-15.82917,-47.92423
-15.82905,-47.92434
-15.82897,-47.9244
-15.82888,-47.92443
-15.82879,-47.92445
-15.8286,-47.92446
-15.8286,-47.92445
-15.8286,-47.92444
-15.8286,-47.92443
-15.82859,-47.92443
-15.82859,-47.92442
-15.82859,-47.92441
-15.82858,-47.92441
-15.82858,-47.9244
-15.82857,-47.9244
-15.82856,-47.9244
-15.82856,-47.92439
-15.82855,-47.92439
-15.82854,-47.92439
-15.82853,-47.92439
-15.82853,-47.9244
-15.82852,-47.9244
-15.82851,-47.9244
-15.82841,-47.92424
-15.82826,-47.92405
-15.82821,-47.92406
-15.82815,-47.92407
-15.8281,-47.92407
8-15.828,-47.924
-15.82797,-47.92409
-15.82794,-47.92409
-15.8279,-47.9241
-15.82787,-47.92411
-15.82786,-47.92412
-15.82784,-47.92412
-15.82782,-47.92414
-15.82781,-47.92415
-15.82779,-47.92416
-15.82777,-47.92418
-15.82775,-47.92419
-15.82773,-47.92422
-15.82771,-47.92423
-15.8277,-47.92425
-15.82767,-47.92429
-15.82766,-47.9243
-15.82765,-47.92432
-15.82764,-47.92434
-15.82762,-47.92436
-15.82761,-47.92438
-15.8276,-47.9244
-15.82759,-47.92442
-15.82758,-47.92445
-15.82757,-47.92447
-15.82757,-47.92449
-15.82756,-47.92452
-15.82756,-47.92455
-15.82755,-47.92457
-15.82755,-47.92461
-15.82754,-47.92466
-15.82753,-47.92471
-15.82749,-47.92478
-15.82747,-47.92481
-15.82747,-47.92483
-15.82746,-47.92485
-15.82746,-47.92486
-15.82746,-47.92489
-15.82745,-47.92491
-15.82745,-47.92494
-15.82745,-47.92495
-15.82745,-47.92498
-15.82745,-47.92501
-15.82745,-47.92504
-15.82746,-47.92505
-15.82746,-47.92507
-15.82746,-47.9251
-15.82747,-47.92512
-15.82747,-47.92514
-15.82748,-47.92516
-15.8275,-47.92519
-15.82751,-47.92521
-15.82752,-47.92523
-15.82758,-47.92532
