-15.82449,-47.92756
-15.82404,-47.9269
-15.82397,-47.9268
-15.82386,-47.92661
-15.82418,-47.92636
-15.8243,-47.92627
-15.82436,-47.92623
-15.82441,-47.92619
-15.82452,-47.92611
-15.82465,-47.92601
-15.82478,-47.9259
-15.825,-47.9257
-15.82501,-47.92573
-15.82527,-47.92552
-15.82537,-47.92546
-15.82546,-47.92538
-15.82554,-47.92532
-15.82568,-47.92522
-15.8257,-47.9252
-15.82588,-47.92501
-15.82601,-47.9252
-15.82636,-47.92569
-15.82648,-47.92584
-15.82651,-47.92589
-15.82656,-47.92596
-15.8267,-47.92615
-15.82733,-47.92706
-15.82759,-47.9274
-15.82807,-47.92805
-15.82836,-47.92845
-15.82843,-47.92839
-15.82851,-47.92833
-15.82825,-47.92797
-15.82796,-47.92759
-15.82773,-47.92727
-15.82795,-47.92712
-15.82804,-47.92703
-15.82814,-47.92695
-15.82812,-47.92692
-15.8276,-47.92621
